date,regime,weights,controls,realizedVol60d,turnover
2019-12-31,Recovery,"{'SPY': 0.24999999999999994, 'QQQ': 0.14999999999999997, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.14999999999999997, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.14999999999999997, 'HYG': 0.19999999999999996, 'DBC': 0.0, 'GLD': 0.09999999999999998, 'SHY': 0.0}",[],0.07121419778627917,0.0
2020-01-31,Recovery,"{'SPY': 0.24999999999999994, 'QQQ': 0.14999999999999997, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.14999999999999997, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.14999999999999997, 'HYG': 0.19999999999999996, 'DBC': 0.0, 'GLD': 0.09999999999999998, 'SHY': 0.0}",[],0.056748464788309645,0.0
2020-02-28,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.07132051390351858,0.7999999999999999
2020-03-31,Expansion,"{'SPY': 0.040614392278834094, 'QQQ': 0.023208224159333768, 'IWM': 0.017406168119500326, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.011604112079666884, 'DBC': 0.011604112079666884, 'GLD': 0.011604112079666884, 'SHY': 0.8839588792033312}","['Vol target', 'Drawdown recovery']",0.430881739651685,1.7679177584066623
2020-04-30,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.017422796966059896, 'SHY': 0.2825772030339401}","['Vol target', 'Drawdown recovery']",0.4304704930333639,1.411637369772786
2020-05-29,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.01798594920378837, 'SHY': 0.2820140507962116}","['Vol target', 'Drawdown recovery']",0.4169921706673274,0.0011263044754569879
2020-06-30,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.075, 'SHY': 0.2250000000000001}",['Drawdown recovery'],0.07154479807808578,0.11402810159242316
2020-07-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.0720793228455248,0.15000000000000008
2020-08-31,Expansion,"{'SPY': 0.175, 'QQQ': 0.1, 'IWM': 0.075, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.05, 'DBC': 0.05, 'GLD': 0.05, 'SHY': 0.5}",['Drawdown recovery'],0.07443111511490469,1.6
2020-09-30,Expansion,"{'SPY': 0.175, 'QQQ': 0.1, 'IWM': 0.075, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.05, 'DBC': 0.05, 'GLD': 0.05, 'SHY': 0.5}",['Drawdown recovery'],0.08702077743164326,0.0
2020-10-30,Expansion,"{'SPY': 0.175, 'QQQ': 0.1, 'IWM': 0.075, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.05, 'DBC': 0.05, 'GLD': 0.05, 'SHY': 0.5}",['Drawdown recovery'],0.09422287279218389,0.0
2020-11-30,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.05, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.05}",['HYG cap'],0.08598208880241708,0.9
2020-12-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.07737953162675025,0.1
2021-01-29,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.09586574099622211,0.0
2021-02-26,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.11827533512938133,0.0
2021-03-31,Expansion,"{'SPY': 0.23126742436103231, 'QQQ': 0.13215281392058992, 'IWM': 0.09911461044044242, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.06607640696029496, 'DBC': 0.06607640696029496, 'GLD': 0.06607640696029496, 'SHY': 0.3392359303970506}",['Vol target'],0.15133994809991652,0.678471860794101
2021-04-30,Expansion,"{'SPY': 0.2647691618444349, 'QQQ': 0.15129666391110566, 'IWM': 0.11347249793332924, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.07564833195555283, 'DBC': 0.07564833195555283, 'GLD': 0.07564833195555283, 'SHY': 0.24351668044447172}",['Vol target'],0.13219062127999728,0.1914384999051576
2021-05-28,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.11173610953070082,0.4870333608889434
